LodgingRevenue,OtherRevenue,BookingsCheckedIn,PersonsNights,RoomNights,DaysSinceLastStay,req_room
436.5,42.0,1,6,3,576,1
234.0,110.0,1,6,3,576,1
234.0,275.0,1,6,3,576,1
234.0,218.0,1,6,3,576,1
582.0,70.0,1,8,4,577,1
275.2,104.4,1,4,2,575,1
275.2,74.4,1,4,2,575,1
234.0,174.0,1,6,3,576,1
146.0,19.5,1,2,1,574,0
234.0,123.0,1,6,3,576,1
234.0,110.0,1,6,3,576,1
234.0,149.0,1,6,3,576,1
234.0,110.0,1,6,3,576,1
456.0,70.5,1,8,4,577,0
456.0,550.7,1,8,4,577,0
474.0,102.5,1,6,3,576,1
378.0,501.0,1,6,3,576,0
1134.0,49.5,1,6,3,576,0
544.0,5.0,1,5,5,578,0
961.6,78.5,1,8,4,577,1
306.0,93.0,1,4,2,575,0
234.0,209.99,1,6,3,576,1
444.0,42.0,1,2,1,574,1
474.0,42.0,1,6,3,576,1
351.0,249.0,2,7,4,573,1
360.0,394.47,2,8,4,573,1
234.0,118.5,1,6,3,576,1
258.0,35.5,1,2,2,574,0
258.0,35.5,1,2,2,574,0
445.5,55.0,1,10,5,577,1
396.0,160.5,1,6,3,575,1
144.0,7.0,1,1,1,573,0
144.0,7.0,1,1,1,573,0
632.0,92.0,1,8,4,576,1
260.0,22.0,1,2,2,574,1
260.0,103.0,1,2,2,574,1
298.0,14.0,1,2,2,574,0
268.0,28.0,1,2,2,574,1
632.0,155.0,1,8,4,576,1
106.4,72.0,1,2,1,573,1
420.0,6.0,1,6,3,575,1
504.0,73.0,1,4,4,576,1
321.3,63.3,1,6,3,575,0
154.0,7.0,1,1,1,573,1
556.0,79.0,1,9,3,575,1
324.0,42.0,1,6,3,575,1
396.0,42.0,1,6,3,575,1
108.0,14.0,1,2,1,573,0
144.0,10.0,1,1,1,573,1
296.64,163.0,1,6,3,575,0
356.0,42.0,1,6,3,575,1
331.2,55.5,1,6,3,575,0
975.0,235.0,1,15,5,577,0
260.0,41.0,1,4,2,574,1
400.0,6.0,1,6,3,575,1
360.0,44.0,1,8,4,576,0
128.0,14.0,1,2,1,573,1
560.0,51.5,1,8,4,576,1
378.0,79.5,1,6,3,575,0
474.0,42.0,1,6,3,575,1
128.0,23.0,1,2,1,573,1
460.0,26.0,1,6,3,575,1
424.0,44.5,1,6,3,575,1
396.0,94.5,1,8,2,574,1
313.0,46.0,1,6,2,574,1
256.0,88.5,1,4,2,574,1
96.0,2.0,1,2,1,573,1
364.0,42.0,1,6,2,574,1
120.0,2.0,1,2,1,573,1
1128.0,64.5,1,7,7,579,0
280.0,22.0,1,4,2,574,1
1323.0,166.5,1,9,3,575,1
518.0,210.8,1,8,4,576,0
504.0,44.5,1,4,4,576,1
474.0,103.0,1,6,3,575,1
396.6,90.5,1,8,4,576,1
138.0,114.2,1,2,1,573,1
1968.0,252.0,1,12,4,576,1
324.0,34.3,1,2,2,574,1
588.0,72.0,1,12,4,575,0
248.0,14.0,1,2,2,573,0
107.6,25.5,1,2,2,573,0
248.0,14.0,1,2,2,573,0
472.0,79.5,1,8,8,579,0
178.0,37.0,1,4,2,573,0
684.0,84.0,1,12,4,575,1
280.0,97.5,1,6,2,573,1
214.2,72.0,1,4,2,573,1
1282.0,170.2,1,18,9,580,0
388.08,8.0,1,8,4,575,0
466.0,47.5,1,4,2,573,0
252.0,91.0,1,8,4,575,1
234.0,45.5,1,4,4,575,0
315.0,105.0,2,10,5,563,1
234.0,45.5,1,4,4,575,0
497.76,130.69,1,12,6,577,1
315.0,105.0,2,10,5,563,1
315.0,105.0,2,10,5,563,1
273.0,15.0,1,3,3,574,0
491.0,192.0,2,14,7,563,1
240.0,5.5,1,2,2,573,1
89.0,2.0,1,2,1,572,0
208.4,23.5,1,2,2,573,1
145.0,1.0,1,1,1,572,0
138.0,14.0,1,2,1,572,1
140.0,22.0,1,2,1,572,0
272.5,21.0,2,3,3,404,0
276.0,155.0,1,4,2,573,1
340.0,93.0,1,6,3,574,1
428.4,106.0,1,8,4,575,1
476.0,57.0,1,4,2,573,0
632.0,125.0,1,8,4,575,0
548.0,70.0,1,12,4,575,1
524.0,42.0,1,6,3,574,0
618.0,83.5,1,12,4,575,1
420.0,243.5,1,6,3,574,1
1076.0,231.75,2,14,7,214,1
388.08,75.6,1,8,4,575,0
441.0,219.5,1,9,3,574,1
922.0,449.0,1,14,7,578,0
396.0,60.5,1,6,3,574,1
513.0,205.0,1,9,3,574,1
276.51,6.0,1,6,3,574,1
592.0,56.0,1,8,4,575,1
240.0,4.0,1,4,2,573,1
464.0,56.0,1,8,4,575,1
315.0,125.0,2,10,5,563,1
292.5,52.5,2,5,5,563,1
828.0,84.0,1,4,2,573,1
204.0,80.75,1,4,2,573,1
349.4,196.0,1,6,3,574,0
178.0,4.0,1,4,2,573,0
240.3,33.0,1,6,3,574,0
520.0,8.0,1,8,4,575,1
1160.0,140.3,1,16,8,579,1
712.0,155.5,1,8,4,575,1
382.2,42.0,1,6,3,574,0
390.0,138.0,1,10,5,576,1
280.0,86.5,1,4,2,573,1
267.0,6.0,1,6,3,574,0
420.0,156.0,1,3,3,574,0
131.5,36.0,1,3,1,572,0
586.0,66.0,1,12,3,574,1
430.0,9.0,1,3,3,574,0
429.0,149.2,1,6,3,574,0
511.5,63.0,1,9,3,574,0
852.5,246.5,1,15,5,576,0
382.2,54.0,1,6,3,574,0
184.0,8.0,1,2,2,573,0
158.0,116.5,1,2,1,572,0
218.0,14.0,1,3,1,572,0
565.5,116.5,1,10,5,576,1
434.0,51.0,1,6,3,574,1
457.4,132.6,1,6,3,574,1
560.0,113.0,1,8,4,574,1
496.0,36.5,1,4,4,574,0
420.3,8.0,1,8,4,574,1
488.0,112.5,1,8,4,574,1
89.0,7.0,1,1,1,571,0
360.0,168.5,1,3,3,573,1
360.0,197.0,1,3,3,573,1
120.9,18.6,1,1,1,571,0
120.9,25.6,1,1,1,571,0
396.0,69.5,1,6,3,573,1
360.0,33.0,1,3,3,573,0
446.4,143.2,1,8,4,574,0
532.0,146.3,1,8,4,574,1
114.0,10.5,1,1,1,571,0
267.0,6.0,1,6,3,573,0
235.8,90.6,1,4,2,572,1
288.0,14.0,1,2,2,572,1
256.0,97.0,1,4,2,572,1
231.65,37.75,1,2,2,572,0
420.0,137.0,1,6,3,573,1
158.7,4.0,1,4,2,572,1
423.0,61.5,1,6,3,573,0
212.0,24.0,1,4,1,571,0
500.0,37.0,1,8,4,574,1
710.8,70.0,1,10,5,575,0
632.0,56.0,1,8,4,574,1
560.0,27.5,1,8,4,574,1
432.0,122.0,1,4,4,574,1
840.0,66.0,1,12,6,576,0
416.0,56.0,1,8,4,574,1
129.0,16.0,1,1,1,571,0
504.0,88.0,1,8,4,574,1
855.0,158.5,1,10,5,575,1
504.0,123.49,1,10,5,575,1
120.0,11.0,1,2,1,571,1
309.0,62.5,1,6,3,573,1
108.0,13.5,1,1,1,571,1
309.0,45.0,1,6,3,573,1
320.4,104.0,1,8,4,574,0
296.0,99.0,1,4,2,572,1
267.0,136.15,1,6,3,573,0
423.2,40.0,1,6,2,572,0
296.8,48.0,1,8,2,572,1
140.0,51.5,1,2,1,571,1
360.0,93.0,1,6,3,573,1
120.0,39.0,1,2,1,571,0
730.0,75.0,1,10,5,575,1
283.2,96.5,1,6,3,573,1
1052.0,370.5,1,16,4,574,1
92.8,40.5,1,1,1,571,1
572.0,151.3,1,8,4,574,0
174.0,49.5,1,4,2,572,0
400.92,243.3,1,8,4,574,0
248.0,14.0,1,2,2,572,0
640.0,37.0,1,10,5,575,1
248.0,14.0,1,2,2,572,0
248.0,14.0,1,2,2,572,0
660.0,89.0,1,10,5,575,0
300.0,69.0,1,6,3,573,1
248.0,32.0,1,2,2,572,0
248.0,66.5,1,2,2,572,0
248.0,21.5,1,2,2,572,0
248.0,14.0,1,2,2,572,0
248.0,25.5,1,2,2,572,0
650.0,51.8,1,5,5,575,1
632.0,56.0,1,8,4,574,1
248.0,14.0,1,2,2,572,0
252.8,42.0,1,6,2,572,1
380.0,8.0,1,8,4,574,1
89.0,7.0,1,1,1,571,0
560.0,8.0,1,8,4,574,0
88.0,14.0,1,2,1,571,1
126.0,2.0,1,2,1,571,0
227.0,31.0,1,4,1,571,0
100.0,26.0,1,2,1,571,1
166.0,110.0,1,4,2,572,1
504.0,68.0,1,8,4,574,1
247.6,76.4,1,4,2,572,1
532.0,88.5,1,8,4,574,1
144.0,7.0,1,1,1,571,1
240.0,21.0,1,4,2,572,1
752.0,65.0,1,8,4,574,1
450.0,115.5,1,9,3,573,1
560.0,8.0,1,8,4,574,1
248.0,23.0,1,2,2,572,0
280.0,2.0,1,2,2,570,0
474.0,83.5,1,6,3,572,0
500.0,34.0,1,8,4,573,1
500.0,64.0,1,8,4,573,1
582.6,305.9,1,9,3,572,1
235.8,25.6,1,4,2,571,0
295.8,197.6,1,6,2,571,1
384.0,69.0,1,6,3,572,1
880.0,105.0,1,15,5,574,1
846.0,84.0,1,12,6,575,1
727.5,77.5,1,10,5,574,1
727.5,79.5,1,10,5,574,1
705.0,214.5,1,10,5,574,1
114.56,41.2,1,2,1,570,0
128.56,42.6,1,1,1,570,0
109.5,39.0,1,1,1,570,0
345.6,114.4,1,4,2,571,0
345.6,85.4,1,4,2,571,0
341.0,42.0,1,6,2,571,0
228.0,28.0,1,4,2,571,0
123.0,14.0,1,2,1,570,0
228.0,34.0,1,4,2,571,0
228.0,37.0,1,4,2,571,0
552.0,289.0,1,8,4,573,1
699.0,317.0,1,10,5,574,1
518.0,8.0,1,8,4,573,1
702.0,201.5,1,6,3,572,0
216.0,28.0,1,4,2,571,0
705.0,350.0,1,10,5,574,0
736.0,70.0,1,10,5,574,1
342.0,70.5,1,6,3,572,0
580.0,72.0,1,12,4,573,1
1656.0,705.0,1,8,4,573,1
353.7,38.4,1,6,3,572,1
445.0,10.0,1,10,5,574,0
216.0,68.0,1,4,2,571,1
360.0,70.75,1,6,3,572,1
409.5,42.2,1,6,3,572,0
550.0,60.0,1,8,4,573,1
342.0,134.5,1,6,3,572,0
148.0,19.0,1,2,1,570,1
356.0,282.0,1,8,4,573,0
640.0,130.0,1,10,5,574,1
528.0,56.0,1,8,4,573,1
413.0,104.0,5,7,7,30,1
727.5,70.0,1,10,5,574,1
790.0,101.0,1,10,5,574,1
592.0,256.0,1,8,4,573,1
2016.0,334.5,1,8,4,573,1
89.0,22.3,1,2,1,569,0
784.0,23.0,1,12,6,574,0
784.0,102.0,1,12,6,574,0
316.0,42.0,1,6,3,571,0
633.2,84.0,1,12,6,574,0
106.28,5.0,1,1,1,569,0
509.0,42.0,1,6,3,571,1
1197.0,158.5,1,21,7,575,0
564.0,58.5,1,8,4,572,0
396.0,42.0,1,6,3,571,1
1188.0,153.0,1,6,3,571,1
594.0,157.5,1,12,3,571,0
392.0,21.0,1,3,3,571,1
424.8,63.0,1,9,3,571,0
228.0,30.0,1,4,2,570,1
434.0,42.0,1,6,3,571,1
300.0,33.0,1,6,3,571,0
236.0,28.0,1,4,2,570,0
236.0,28.0,1,4,2,570,0
118.0,16.0,1,4,2,570,0
236.0,28.0,1,4,2,570,0
682.5,494.5,1,10,5,573,1
481.5,63.0,1,9,3,571,0
452.0,93.0,1,3,3,571,1
240.3,81.0,1,6,3,571,0
342.0,44.5,1,6,3,571,0
315.0,53.0,1,6,3,571,1
481.5,63.0,1,9,3,571,0
428.4,44.5,1,6,3,571,1
392.0,47.0,1,6,3,571,1
236.0,28.0,1,4,2,570,0
342.0,42.0,1,6,3,571,0
198.0,4.0,1,4,2,570,1
492.0,21.0,1,3,3,571,0
320.0,22.0,1,4,2,570,0
132.0,23.0,1,2,1,569,1
132.0,14.0,1,2,1,569,1
492.0,23.5,1,3,3,571,0
492.0,21.0,1,3,3,571,0
420.0,11.0,1,6,3,571,0
198.0,44.0,1,4,2,570,1
414.0,44.5,1,6,3,571,1
236.0,28.0,1,4,2,570,0
290.0,44.0,1,4,2,570,1
236.0,30.5,1,4,2,570,0
1312.0,180.5,1,18,6,574,1
778.0,84.0,1,12,6,574,1
236.0,28.0,1,4,2,570,0
178.0,7.0,1,4,2,570,1
236.0,28.0,1,4,2,570,0
236.0,28.0,1,4,2,570,0
546.0,58.5,1,8,4,572,0
734.0,48.0,1,12,3,571,0
354.0,42.0,2,6,3,568,1
404.0,60.0,1,6,2,570,1
198.0,4.0,1,4,2,570,1
217.26,9.5,1,6,3,571,1
178.0,43.5,1,4,2,570,0
394.2,79.0,1,9,3,571,1
144.0,2.0,1,2,1,569,1
147.0,17.0,1,3,1,569,0
394.2,101.0,1,9,3,571,1
444.0,42.0,1,9,3,571,1
592.0,56.0,1,8,4,572,1
236.0,33.0,1,4,2,570,0
198.0,14.0,1,4,2,570,1
594.0,68.5,1,9,3,571,1
256.0,38.5,1,4,2,570,1
236.0,30.5,1,4,2,570,0
160.2,22.0,1,4,2,570,0
160.2,22.0,1,4,2,570,0
198.0,24.0,1,4,2,570,1
205.2,33.0,1,6,2,570,0
180.5,14.0,1,2,2,570,0
207.0,30.0,1,3,1,569,1
344.0,42.0,1,6,3,571,0
160.2,22.0,1,4,2,570,0
140.0,63.0,1,2,1,569,1
154.5,26.0,1,2,1,569,1
280.0,57.0,1,4,2,570,1
2220.45,172.48,1,7,7,575,0
280.0,83.5,1,6,2,570,1
198.0,4.0,1,4,2,570,1
356.0,31.0,1,4,2,570,1
236.0,28.0,1,4,2,570,0
236.0,28.0,1,4,2,570,0
236.0,28.0,1,4,2,570,0
236.0,28.0,1,4,2,570,0
672.0,27.0,1,12,6,574,1
276.0,28.0,1,4,2,570,1
1188.0,126.0,1,6,3,571,1
1539.0,196.5,1,9,3,571,1
205.2,33.0,1,6,2,570,0
513.0,65.5,1,9,3,571,1
759.6,104.0,1,14,7,575,1
534.0,68.15,1,6,6,574,0
516.0,63.0,1,9,3,571,1
2130.45,177.0,1,14,7,575,0
168.5,28.0,1,4,2,570,0
198.0,38.49,1,4,2,570,1
236.0,28.0,1,4,2,570,0
236.0,28.0,1,4,2,570,0
513.0,63.0,1,9,3,571,1
297.0,6.0,1,6,3,570,1
297.0,6.0,1,6,3,570,1
588.0,84.0,1,12,4,571,1
264.0,28.0,1,4,2,569,1
297.0,40.5,1,6,3,570,1
456.0,56.0,1,8,4,571,0
136.0,17.0,1,2,1,568,1
424.0,42.0,1,6,3,570,1
626.92,510.6,1,16,8,575,1
444.0,42.0,1,6,3,570,1
437.4,114.6,1,6,3,570,0
1312.2,579.3,1,6,3,570,0
437.4,131.1,1,6,3,570,0
854.4,100.5,1,14,7,574,0
660.0,10.0,1,10,5,572,1
201.6,44.0,1,4,2,569,0
405.39,66.5,1,9,3,570,0
318.39,47.0,1,6,3,570,0
297.0,36.5,1,6,3,570,1
224.0,13.0,1,4,2,569,1
236.0,28.0,1,4,2,569,1
280.0,48.0,1,8,4,571,0
128.0,2.0,1,2,1,568,1
120.0,2.0,1,2,1,568,1
210.0,28.0,1,4,2,569,1
198.0,34.0,1,4,2,569,1
87.2,2.0,1,2,1,568,1
206.4,46.0,1,4,2,569,0
128.0,14.0,1,1,1,568,0
228.0,28.0,1,4,2,569,1
917.0,311.5,1,21,7,574,1
560.7,164.0,1,7,7,574,0
560.7,908.0,1,14,7,574,1
414.0,193.23,1,3,3,570,1
89.0,6.0,1,1,1,568,0
560.0,33.5,1,8,4,571,1
228.0,41.5,1,4,2,569,1
267.0,53.5,1,6,3,570,0
117.0,14.0,1,2,1,568,1
408.0,28.0,1,4,4,571,0
688.0,127.5,1,5,5,572,1
198.0,48.5,1,4,2,569,1
660.0,70.0,1,10,5,572,1
570.0,104.0,1,10,5,572,0
676.0,147.0,1,10,5,572,0
406.0,11.0,1,6,3,570,0
664.5,271.0,1,12,3,570,1
598.0,199.0,1,8,4,571,0
924.0,155.0,1,14,7,574,1
406.0,52.0,1,6,3,570,0
113.0,13.0,1,1,1,568,1
318.39,42.0,1,6,3,570,0
408.0,87.0,1,4,4,571,0
140.0,19.0,1,4,1,568,0
141.0,23.0,1,2,1,568,0
89.0,6.0,1,1,1,568,0
526.0,9.0,1,9,3,570,0
266.0,139.5,1,4,2,569,0
356.0,48.0,1,8,4,571,0
266.0,233.5,1,4,2,569,0
414.0,26.0,1,3,3,570,1
414.0,31.5,1,3,3,570,1
406.0,53.0,1,6,3,570,0
626.0,186.0,1,9,3,570,1
406.0,62.5,1,6,3,570,0
208.0,39.5,1,2,2,569,0
705.0,113.5,1,10,5,571,0
645.6,229.2,1,12,4,570,0
252.0,4.0,1,4,2,568,0
462.0,47.0,1,6,2,568,0
94.0,16.0,1,1,1,567,0
888.0,80.0,1,16,4,570,0
1232.0,198.5,1,18,6,572,1
589.0,560.0,1,10,5,571,1
138.0,7.0,1,1,1,567,0
2520.0,196.0,1,12,6,572,0
840.0,186.0,1,12,6,572,0
798.0,193.0,1,14,7,573,0
720.0,225.5,1,10,5,571,1
178.0,88.0,1,4,2,568,0
178.0,118.0,1,4,2,568,0
396.0,8.0,1,8,4,570,1
943.6,306.9,1,14,7,573,1
552.0,246.0,1,8,4,570,1
289.6,83.4,1,4,2,568,1
423.0,52.0,1,6,3,569,0
165.68,44.0,1,4,2,568,1
570.0,160.0,1,8,4,570,1
137.0,23.0,1,3,1,567,1
109.0,2.0,1,2,1,567,0
532.0,145.25,1,8,4,570,1
86.1,26.0,1,2,1,567,0
764.4,113.5,1,15,5,571,0
144.0,29.0,1,2,1,567,0
359.4,121.0,2,6,3,565,1
218.0,22.0,1,4,2,568,1
631.0,71.5,1,8,4,570,1
182.4,46.0,1,4,2,568,0
400.0,26.0,1,6,3,569,0
396.0,91.0,1,6,3,566,1
356.0,35.5,1,8,4,570,0
87.0,23.0,1,2,1,567,0
376.89,170.5,1,9,3,569,0
160.2,28.0,1,4,2,568,1
315.0,84.0,1,6,3,569,1
344.0,42.0,1,6,2,568,0
218.0,22.0,1,4,2,568,1
253.0,14.0,1,2,1,567,0
131.8,40.2,1,2,1,567,0
109.0,31.0,1,2,1,567,1
156.18,28.0,1,4,2,568,1
420.0,48.5,1,6,3,569,0
120.0,2.0,1,2,1,567,1
604.0,415.5,1,9,3,569,1
310.0,92.0,1,9,3,569,1
240.3,46.0,1,6,3,568,0
157.0,24.0,1,4,1,566,0
267.0,44.0,1,3,3,568,0
396.0,42.0,1,6,3,568,0
267.6,21.0,1,3,3,568,1
396.0,42.0,1,6,3,568,0
252.0,16.0,1,4,2,567,0
576.0,60.0,1,9,3,568,0
282.0,124.5,1,4,2,567,0
342.0,60.0,1,9,3,568,0
372.0,36.0,1,3,3,568,1
109.0,27.5,1,2,1,566,1
109.0,523.5,1,2,1,566,1
109.0,29.0,1,2,1,566,1
178.0,14.0,1,2,2,567,0
178.0,14.0,1,2,2,567,0
83.0,19.0,1,2,1,566,1
160.2,19.0,1,4,2,567,1
192.0,24.0,1,4,2,567,1
160.2,6.0,1,4,2,567,1
310.5,33.0,1,6,3,568,0
327.0,6.0,1,6,3,568,1
608.0,184.8,1,8,4,569,0
267.0,117.5,1,6,3,568,0
273.6,206.0,1,6,3,568,1
441.6,205.5,1,8,4,569,0
100.8,53.0,1,2,1,566,1
351.0,69.0,1,6,3,568,1
132.38,14.0,1,2,1,566,0
206.0,14.0,1,2,2,567,1
89.0,2.0,1,2,1,566,0
267.0,36.0,1,6,3,568,1
267.0,49.0,1,6,3,568,0
170.0,13.5,1,2,1,566,0
330.0,88.5,1,10,5,570,1
291.0,35.0,1,4,2,567,1
395.4,139.6,1,6,3,568,1
240.3,42.0,1,6,3,568,0
356.0,49.49,1,8,4,569,0
513.0,63.0,1,9,3,568,0
384.0,42.0,1,6,3,568,1
295.0,148.5,1,4,4,569,0
560.0,54.0,1,8,4,569,1
234.0,42.5,1,4,2,567,1
360.0,82.5,1,6,3,568,1
89.0,16.0,1,1,1,566,0
267.0,21.0,1,1,1,566,0
178.2,24.5,1,4,2,567,0
1000.0,24.5,1,8,8,573,1
468.0,61.0,1,8,4,569,0
1068.0,135.0,1,4,2,567,1
63.0,16.0,1,2,1,565,0
567.2,148.8,1,8,4,568,1
660.0,91.0,1,12,4,568,1
1370.6,323.9,1,14,7,571,0
396.0,327.0,1,6,3,567,1
360.0,6.0,1,6,3,567,1
729.0,46.0,1,6,3,567,0
396.8,92.0,1,8,4,568,1
199.6,35.0,1,6,2,566,1
420.0,6.0,1,6,3,567,1
205.6,36.0,1,6,2,566,1
199.6,57.0,1,6,2,566,1
396.0,128.0,1,6,3,567,0
508.0,114.0,1,8,4,568,1
319.08,65.0,1,8,4,568,0
109.0,57.0,1,2,1,565,1
1320.0,205.0,1,20,10,574,1
777.5,92.0,1,15,5,569,0
267.0,36.0,1,6,3,567,0
138.0,23.0,1,2,1,565,1
267.0,63.0,1,6,3,567,0
1512.0,72.0,1,8,4,568,0
508.0,142.5,1,8,4,568,1
400.0,56.0,1,8,4,568,1
356.0,8.0,1,8,4,568,1
460.0,4.0,1,4,4,568,0
381.0,49.5,1,6,3,567,0
380.0,6.0,1,6,3,567,1
280.0,48.0,1,8,4,568,1
261.0,42.0,1,6,3,567,0
528.0,56.0,1,8,4,568,0
456.0,121.5,1,6,3,567,0
528.0,60.0,1,8,4,568,0
914.4,93.5,1,9,3,567,0
624.0,42.0,1,6,6,570,0
1134.0,147.0,1,8,2,566,0
342.0,81.0,1,9,3,567,0
480.0,31.5,1,4,4,568,0
480.0,42.5,1,4,4,568,0
504.0,150.0,1,8,4,568,0
276.0,28.0,1,4,2,566,1
436.0,47.5,1,4,4,568,1
287.28,51.0,1,6,3,567,1
586.8,134.0,1,12,6,570,1
174.0,58.0,1,4,2,566,0
268.0,14.0,1,2,2,566,1
449.01,42.0,1,6,3,567,1
880.0,26.0,1,14,7,571,1
378.0,142.0,1,6,3,567,0
436.0,10.5,1,8,4,568,1
692.76,112.4,1,10,5,569,0
483.0,63.0,1,9,3,567,1
374.56,56.0,1,8,4,568,1
549.0,257.0,1,6,3,567,0
267.0,36.0,1,6,3,567,1
138.0,35.0,1,2,1,565,1
987.0,110.0,1,14,7,571,0
560.0,42.99,1,8,4,568,1
138.0,14.0,1,2,1,565,1
356.0,31.0,1,4,2,566,1
552.0,56.0,1,8,4,568,1
267.0,135.0,1,6,3,567,1
650.0,113.0,1,12,4,568,1
691.2,102.0,1,12,4,568,0
171.0,39.0,1,3,1,565,0
240.3,33.0,1,6,3,566,0
480.0,70.0,1,10,5,568,0
480.0,4.0,1,4,4,567,0
392.4,105.5,1,12,4,567,0
128.68,77.45,1,3,1,564,1
679.0,61.0,1,8,4,567,1
503.0,31.0,1,4,4,567,1
320.4,139.0,1,8,4,567,0
228.0,34.0,1,4,2,565,0
260.0,4.0,1,4,2,565,0
201.6,137.0,1,4,2,565,1
320.4,153.5,1,8,4,567,0
848.0,52.0,1,6,6,569,1
356.4,44.0,1,8,4,567,0
160.0,42.5,1,1,1,564,1
420.0,6.0,1,6,3,566,1
487.0,81.0,1,8,4,567,1
350.0,126.5,1,10,5,568,0
100.8,16.0,1,2,1,564,0
210.0,125.5,1,6,3,566,0
283.2,42.0,1,6,3,566,1
80.1,90.0,1,2,1,564,0
445.0,105.0,1,10,5,568,0
804.0,99.0,1,4,2,565,1
268.0,28.0,1,4,2,565,1
512.0,92.0,1,8,4,567,1
659.0,113.5,1,12,4,567,0
659.0,99.0,1,12,4,567,1
200.0,28.0,1,4,2,565,1
382.5,42.0,1,6,3,566,0
355.5,77.5,1,6,3,566,0
320.4,127.0,1,8,4,567,0
320.4,70.5,1,8,4,567,0
320.4,182.5,1,8,4,567,0
138.0,16.99,1,1,1,564,0
558.0,145.0,1,15,5,568,0
517.5,55.0,1,10,5,568,0
216.0,28.0,1,4,1,564,0
662.8,70.0,1,10,5,568,0
512.0,58.5,1,8,4,567,1
2115.0,255.0,1,10,5,568,1
2137.5,105.0,1,5,5,568,1
705.0,70.0,1,10,5,568,1
432.8,193.9,1,9,3,566,1
382.92,102.0,1,8,4,567,1
120.0,2.0,1,2,1,564,1
504.0,126.5,1,8,4,567,0
444.0,42.0,1,6,3,566,1
100.0,23.0,1,2,1,564,1
320.0,183.0,1,4,2,565,0
504.0,152.5,1,8,4,567,0
240.3,195.0,1,6,3,566,0
504.0,71.0,1,8,4,567,0
765.6,84.0,1,12,4,567,1
700.0,17.5,1,10,5,568,1
138.0,14.0,1,2,1,564,1
80.1,2.0,1,2,1,564,0
400.5,55.0,1,10,5,568,0
372.0,26.5,1,3,3,566,1
420.0,60.0,1,6,3,566,1
160.2,24.0,1,4,2,565,0
445.0,63.5,1,10,5,568,0
160.2,98.0,1,4,2,565,0
684.0,169.0,1,12,4,567,0
97.0,14.0,1,2,1,564,0
1248.0,171.0,1,2,2,564,0
99.0,2.0,1,2,1,563,1
99.0,11.0,1,2,1,563,1
999.0,122.0,1,18,9,571,0
95.4,70.4,1,1,1,563,1
69.3,1.0,1,1,1,563,0
69.3,1.0,1,1,1,563,0
829.5,98.0,1,14,7,569,1
99.0,2.0,1,2,1,563,0
355.5,42.0,1,2,1,563,0
276.0,58.5,1,4,2,564,1
234.0,123.5,1,6,3,565,1
234.0,110.0,1,6,3,565,1
234.0,138.0,1,6,3,565,1
312.0,240.75,1,8,4,566,1
234.0,150.0,1,6,3,565,1
234.0,110.0,1,6,3,565,1
331.2,70.1,1,6,3,565,1
234.0,124.0,1,6,3,565,1
234.0,110.0,1,6,3,565,1
234.0,163.0,1,6,3,565,1
234.0,110.0,1,6,3,565,1
164.0,7.0,1,1,1,563,1
234.0,146.0,1,6,3,565,1
234.0,116.0,1,6,3,565,1
234.0,115.0,1,6,3,565,1
312.0,85.25,1,8,4,566,1
234.0,135.5,1,6,3,565,1
234.0,135.0,1,6,3,565,1
234.0,153.0,1,6,3,565,1
234.0,122.0,1,6,3,565,1
234.0,152.0,1,6,3,565,1
555.0,56.0,1,8,4,566,1
234.0,171.5,1,6,3,565,1
234.0,205.0,1,6,3,565,1
318.0,42.0,1,6,3,565,1
296.0,39.5,1,4,4,566,0
234.0,171.5,1,6,3,565,1
811.6,262.9,1,14,7,569,1
312.0,56.0,1,8,4,566,1
580.0,223.5,1,10,5,567,1
369.0,42.0,1,6,3,565,0
215.75,196.25,1,2,2,564,1
185.75,51.5,1,4,2,564,1
489.0,28.0,1,4,4,566,0
489.0,28.0,1,4,4,566,0
489.0,28.0,1,4,4,566,0
255.0,28.0,1,4,2,564,0
1503.0,194.5,1,8,4,566,1
396.0,47.0,1,6,3,565,0
407.4,158.6,1,6,3,565,1
1110.0,94.0,1,10,5,567,0
556.5,70.0,1,10,5,567,1
58.5,7.0,1,1,1,563,0
63.0,14.0,1,2,1,563,0
260.0,46.5,1,4,2,564,1
316.0,150.5,1,4,2,564,1
489.0,28.0,1,4,4,566,0
240.3,117.0,1,6,3,565,0
623.0,84.0,1,14,7,569,1
148.0,14.0,1,2,1,563,1
1281.0,837.0,1,12,6,568,0
260.0,44.0,1,4,2,564,1
501.0,56.0,1,8,4,566,1
158.0,23.0,1,2,1,563,1
687.0,85.0,1,15,5,567,1
90.0,91.5,1,5,5,567,0
670.6,190.0,2,13,5,507,0
430.72,235.8,1,8,4,565,1
646.0,73.5,1,9,3,564,1
267.0,75.0,1,1,1,562,0
2200.0,1411.5,1,8,4,565,1
2200.0,91.5,1,8,4,565,1
721.2,57.0,1,6,3,564,0
552.0,105.0,1,8,4,565,1
355.5,84.0,1,6,3,564,1
355.5,54.5,1,6,3,564,1
355.5,42.0,1,6,3,564,1
487.5,131.5,1,9,3,564,1
487.5,63.0,1,9,3,564,1
487.5,63.0,1,9,3,564,1
862.0,283.0,1,20,5,566,1
355.5,64.5,1,6,3,564,1
355.5,137.5,1,6,3,564,1
332.0,96.5,1,6,3,564,1
