LodgingRevenue,OtherRevenue,BookingsCheckedIn,PersonsNights,RoomNights,DaysSinceLastStay,req_room
264.8,134.6,1,8,4,779,1
327.7,56.0,1,8,4,779,1
232.0,48.0,1,8,4,779,0
353.2,82.5,1,8,4,779,0
219.0,41.0,1,3,3,778,0
317.9,165.0,1,8,4,779,1
244.8,69.0,1,2,1,776,1
343.4,43.5,1,8,4,779,0
637.25,12.0,1,12,6,781,1
69.0,39.5,2,4,2,668,1
472.0,125.0,2,4,4,302,0
339.06,198.8,1,5,5,780,1
144.87,42.0,1,6,3,778,1
144.87,42.0,1,6,3,778,1
144.87,42.0,1,6,3,778,1
319.4,67.0,1,4,4,779,1
176.0,4.0,1,4,2,777,0
297.0,42.0,1,6,3,778,1
295.0,80.1,1,8,4,779,1
219.6,100.5,1,3,3,778,0
295.0,119.0,1,8,4,779,0
582.0,63.0,1,2,2,777,1
582.0,42.0,1,2,2,777,1
319.0,99.5,1,4,4,779,1
88.0,34.0,1,1,1,776,0
284.05,112.5,1,8,4,779,1
409.2,274.5,1,10,5,780,1
372.0,61.0,1,8,4,779,1
99.2,30.0,1,2,1,776,0
178.5,31.5,1,6,3,778,0
402.8,103.0,1,10,5,780,1
232.0,50.5,1,8,4,779,0
326.24,70.0,1,10,5,780,1
34.0,7.0,1,1,1,776,0
317.9,82.0,1,8,4,779,1
163.2,91.5,1,4,2,777,1
355.75,56.0,1,8,4,779,1
312.4,48.0,1,8,4,779,1
317.9,168.0,1,8,4,779,1
194.0,41.0,1,2,2,777,1
582.0,42.0,1,2,2,777,1
210.0,310.35,1,6,3,778,0
482.15,72.5,1,10,5,779,1
174.0,85.5,1,6,3,777,0
302.39,16.0,1,10,5,779,1
88.0,11.0,1,2,1,775,1
374.0,32.5,1,10,5,779,1
138.0,30.3,1,2,2,776,0
860.72,223.6,1,18,9,783,1
1052.0,163.0,1,24,6,780,1
109.0,16.5,1,2,1,775,1
230.96,151.3,1,8,4,778,1
174.0,36.0,1,6,3,777,0
174.0,38.5,1,6,3,777,0
89.0,29.5,1,1,1,775,0
174.0,38.5,1,6,3,777,0
74.8,7.0,1,1,1,775,0
59.0,16.0,1,1,1,775,0
74.75,16.0,1,1,1,775,0
305.6,56.0,1,8,4,778,1
72.0,41.0,1,2,1,775,0
210.0,46.5,1,6,3,777,0
72.0,14.0,1,2,1,775,0
195.3,34.4,1,6,3,777,1
364.0,30.5,1,4,4,778,1
89.0,7.0,1,1,1,775,0
385.4,70.0,1,10,5,779,1
305.6,94.5,1,8,4,778,1
216.0,16.5,1,2,2,776,1
120.0,11.0,1,1,1,775,0
194.0,45.0,1,2,2,776,1
108.0,15.5,1,1,1,775,1
174.0,36.0,1,6,3,777,0
174.0,45.5,1,6,3,777,0
174.0,36.0,1,6,3,777,0
305.6,56.0,1,8,4,778,1
174.0,39.0,1,6,3,777,0
399.5,247.75,1,15,5,779,1
156.0,32.5,1,4,2,776,0
156.0,32.5,1,4,2,776,0
308.0,192.5,1,8,4,778,1
1351.5,436.5,1,10,5,779,1
209.7,51.5,1,6,3,777,1
316.0,135.5,1,8,4,778,1
297.0,42.0,1,6,3,777,1
339.6,56.0,1,8,4,778,1
330.0,52.0,1,9,3,777,1
406.0,198.5,1,8,4,778,0
380.0,115.5,1,8,4,778,0
193.11,60.0,1,6,3,777,1
179.28,90.0,1,6,3,777,1
323.0,32.0,1,8,4,778,1
93.0,25.5,1,2,1,775,1
346.4,87.5,1,8,4,778,1
1554.0,91.0,2,11,9,453,1
142.0,14.0,1,2,2,776,0
317.0,145.5,1,10,5,779,1
302.0,140.0,1,8,4,778,1
264.0,66.5,1,3,3,777,1
268.8,61.0,1,8,4,778,1
286.5,70.0,1,10,5,779,1
142.0,14.0,1,2,2,775,0
329.4,98.8,1,8,4,777,1
700.0,123.0,1,10,5,778,0
237.6,25.49,1,6,3,776,1
374.0,62.5,1,10,5,778,1
339.6,129.2,1,8,4,777,0
232.0,48.0,1,8,4,777,0
356.0,28.0,1,4,4,777,0
545.0,74.5,1,10,5,778,1
390.0,38.0,1,5,5,778,0
244.0,42.0,1,6,2,775,0
186.0,93.0,1,4,2,775,1
310.8,56.0,1,8,4,777,1
164.0,2.0,1,2,2,775,0
134.3,14.0,1,2,2,775,1
88.0,38.0,1,1,1,774,1
372.0,92.0,1,8,4,777,1
218.0,48.5,1,4,2,775,1
285.12,51.2,1,8,4,777,0
323.0,26.0,1,8,4,777,1
305.6,56.0,1,8,4,777,1
396.0,92.0,1,8,4,777,1
229.2,58.5,1,8,4,777,1
523.0,256.0,1,12,6,779,1
266.45,176.0,1,10,5,778,1
116.0,27.5,1,4,2,775,0
270.0,77.0,1,3,3,776,1
310.8,72.0,1,8,4,777,1
209.8,28.0,1,4,4,777,1
174.0,42.5,1,6,3,776,1
174.0,66.0,1,6,3,776,0
932.4,168.0,1,8,4,777,1
378.52,31.0,1,4,4,777,0
65.88,25.5,1,2,1,774,0
343.2,186.6,1,8,4,777,0
213.39,44.5,1,6,3,776,0
158.4,113.0,1,4,2,775,1
480.5,279.5,1,12,6,779,0
253.08,56.0,1,8,4,777,1
178.0,14.0,1,2,2,775,0
303.6,20.0,1,8,4,777,1
297.0,56.0,1,8,4,777,1
238.0,47.5,1,8,4,777,0
440.25,124.0,1,10,5,778,1
1135.56,91.5,1,4,4,777,0
238.0,42.0,1,8,4,777,0
174.0,41.5,1,6,3,776,0
74.8,16.0,1,1,1,774,0
95.0,25.0,1,1,1,774,1
250.44,171.0,1,8,4,777,1
279.0,42.0,1,6,3,776,1
210.68,96.0,1,8,4,777,1
1803.3,1029.9,1,14,7,780,1
413.0,118.5,1,7,7,780,0
79.2,24.0,1,2,1,774,1
462.0,92.0,1,12,6,779,1
364.0,48.0,1,4,4,776,1
285.0,57.5,1,6,3,775,1
116.0,29.0,1,4,2,774,0
350.4,69.6,1,12,6,778,0
173.79,6.0,1,6,3,775,1
458.4,211.0,1,12,6,778,1
178.0,4.5,1,4,2,774,1
382.0,75.0,1,10,5,777,1
509.4,239.49,1,12,6,778,1
342.0,140.0,1,3,3,775,0
342.0,29.0,1,3,3,775,0
95.0,1.0,1,1,1,773,0
285.0,3.0,1,1,1,773,0
534.0,42.0,1,5,5,777,0
382.0,90.0,1,10,5,777,1
342.0,21.0,1,3,3,775,0
324.0,63.0,1,9,3,775,1
95.0,4.5,1,2,1,773,0
95.0,23.0,1,2,1,773,0
114.0,51.99,1,6,3,775,0
305.6,101.0,1,8,4,776,1
235.8,21.0,1,3,3,775,0
702.0,126.0,1,6,3,775,0
323.02,104.07,1,12,6,778,1
184.0,28.0,1,4,2,774,1
458.4,86.5,1,12,6,778,1
184.0,30.5,1,4,2,774,1
319.74,619.5,1,12,6,778,1
65.1,2.0,1,2,1,773,1
88.0,7.0,1,1,1,773,1
458.4,89.0,1,12,6,778,1
382.0,293.5,1,10,5,777,1
424.5,135.0,1,10,5,777,1
560.0,328.0,1,8,4,776,0
411.75,143.0,1,10,5,777,1
415.31,156.5,1,14,7,779,1
458.4,94.0,1,12,6,778,1
166.0,26.0,1,4,2,774,0
195.0,51.0,1,6,3,775,0
204.0,87.5,1,4,2,774,1
187.44,42.0,1,6,3,775,0
374.0,49.0,1,10,5,777,1
494.42,182.0,1,16,8,780,1
448.0,121.5,1,12,6,778,1
207.0,21.0,1,3,3,775,0
218.0,96.4,1,4,2,774,1
321.4,216.0,1,10,5,777,1
95.0,11.0,1,2,1,773,0
93.0,46.0,1,4,2,774,0
174.0,48.5,1,6,3,775,0
108.0,11.0,1,2,1,773,1
374.0,10.0,1,8,4,776,1
290.0,107.0,1,10,5,776,0
264.0,35.0,1,6,3,774,1
232.0,48.0,1,8,4,775,0
232.0,48.0,1,8,4,775,0
174.0,76.0,1,6,3,774,0
305.6,56.0,1,8,4,775,1
305.6,75.0,1,8,4,775,1
263.35,70.0,1,10,5,776,1
382.0,117.5,1,10,5,776,1
285.0,52.5,1,3,3,774,1
305.6,56.0,1,8,4,775,1
237.6,6.0,1,6,3,774,1
297.5,184.5,1,10,5,776,0
231.6,111.0,1,9,3,774,1
540.75,98.0,1,14,7,778,1
79.2,2.0,1,2,1,772,0
239.76,10.5,1,8,4,775,0
110.0,17.0,1,3,1,772,1
323.0,8.0,1,8,4,775,1
264.0,87.0,1,6,3,774,1
368.69,157.5,1,14,7,778,1
244.0,66.5,1,6,2,773,1
216.0,42.0,1,6,2,773,1
271.8,42.0,1,6,3,774,1
213.8,56.0,1,8,4,775,1
237.6,26.0,1,6,3,774,1
203.2,85.4,1,4,2,773,1
234.0,45.0,1,6,3,774,1
234.0,42.0,1,6,3,774,1
277.2,42.0,1,8,2,773,0
164.0,36.0,1,6,2,773,0
225.0,224.0,1,6,3,771,0
192.24,42.0,1,6,3,774,1
234.0,42.0,1,6,3,774,1
190.0,48.0,1,4,2,773,1
176.0,49.0,1,4,2,773,1
134.4,28.0,1,4,2,773,1
134.4,33.0,1,4,2,773,1
305.6,137.5,1,8,4,775,1
279.0,42.0,1,6,3,774,1
116.0,24.0,1,4,2,773,0
198.0,28.0,1,4,2,773,1
198.0,33.0,1,4,2,773,1
163.2,28.0,1,4,2,773,1
292.0,56.0,1,8,4,775,1
451.6,84.0,1,12,4,775,1
242.5,86.0,1,5,5,776,1
142.2,44.0,1,4,2,773,0
237.6,40.0,1,6,3,774,1
248.0,66.0,2,8,3,495,1
305.6,81.0,1,8,4,775,1
616.0,154.0,1,14,7,778,1
68.85,20.0,1,2,1,772,1
135.0,44.0,1,4,2,773,1
176.16,42.0,1,6,3,774,0
116.0,34.5,1,4,2,773,0
116.0,46.5,1,4,2,773,0
142.78,28.0,1,4,2,773,1
238.0,62.5,1,8,4,775,1
184.0,296.5,1,4,2,773,1
88.0,2.0,1,2,1,772,1
299.0,33.5,1,4,4,775,1
178.0,227.48,1,4,2,773,1
545.4,42.0,1,6,6,777,1
93.0,28.0,1,2,1,772,1
99.0,14.0,1,2,1,772,1
116.0,24.0,1,4,2,773,0
99.0,56.0,1,2,1,772,0
169.41,56.0,1,6,3,774,1
301.74,63.0,1,9,3,774,1
190.0,42.0,1,4,2,773,1
237.6,47.0,1,6,3,774,0
203.2,93.0,1,6,2,773,1
513.6,60.0,1,4,2,773,1
235.0,117.0,1,6,2,773,0
210.68,75.68,1,8,4,775,1
146.4,34.0,1,2,2,773,1
198.0,69.5,1,4,2,773,1
299.2,128.0,1,8,4,775,1
328.26,21.0,1,12,6,776,1
440.0,182.0,1,6,3,773,1
201.6,42.0,1,6,3,773,1
545.4,69.5,1,6,6,776,1
250.44,105.0,1,8,4,774,1
324.0,63.0,1,9,3,773,1
412.16,143.0,1,14,7,777,1
121.98,14.0,1,2,1,771,1
210.0,18.0,1,3,3,773,0
244.8,42.0,1,6,3,773,1
314.5,29.0,1,8,4,774,0
183.0,32.0,1,4,2,772,1
174.0,36.0,1,6,3,773,0
482.0,140.09,1,12,3,773,1
158.4,24.0,1,2,2,772,1
116.0,24.0,1,4,2,772,0
230.36,8.0,1,8,4,774,1
267.0,116.6,1,6,3,773,1
244.8,120.0,1,6,3,773,1
271.6,152.0,1,8,4,774,1
299.2,8.0,1,8,4,774,1
163.2,28.0,1,4,2,772,1
248.0,89.0,1,6,3,773,1
315.0,256.5,1,12,3,773,1
158.4,2.0,1,2,2,772,1
306.0,42.0,1,6,3,773,1
299.2,17.1,1,8,4,774,1
277.6,231.5,1,8,4,774,1
276.0,203.0,1,6,3,773,1
34.0,42.5,1,2,1,771,1
368.69,98.0,1,14,7,777,1
90.0,7.0,1,1,1,771,0
244.0,42.0,1,6,2,772,1
60.06,11.0,1,1,1,771,1
203.2,116.4,1,4,2,772,1
158.4,19.0,1,4,2,772,1
203.28,66.0,1,6,3,773,1
287.0,83.0,1,6,3,773,1
79.2,3.5,1,1,1,771,0
183.0,98.5,1,4,2,772,1
374.0,92.5,1,10,5,775,1
305.6,415.0,1,8,4,774,1
962.7,340.0,1,8,4,774,1
299.2,17.73,1,8,4,774,1
916.8,168.0,1,8,4,774,1
916.8,168.0,1,8,4,774,1
374.0,107.0,1,10,5,775,1
83.0,41.0,1,2,1,771,0
376.9,123.0,1,12,4,774,1
347.0,62.5,1,8,4,774,0
174.0,49.0,1,6,3,773,0
203.28,66.0,1,6,3,773,1
287.0,81.0,1,6,3,773,1
339.6,56.0,1,8,4,774,1
116.0,216.0,1,4,2,772,0
278.0,42.0,1,6,3,773,0
210.0,18.0,1,3,3,773,0
442.5,84.0,1,4,2,772,0
116.0,26.5,1,4,2,772,0
224.7,88.0,1,10,5,775,1
442.2,52.0,1,9,3,773,1
147.5,28.0,1,4,2,772,0
276.3,37.8,1,2,2,772,1
140.0,136.0,1,2,2,770,0
140.0,136.0,1,2,2,770,0
38.5,2.0,1,2,1,770,1
222.0,41.0,3,8,3,37,1
314.5,221.05,1,8,4,773,1
320.7,147.0,1,12,6,775,1
399.96,69.0,1,12,6,775,0
534.8,170.99,1,14,7,776,1
97.0,9.5,1,1,1,770,1
242.08,81.8,1,8,4,773,0
323.45,165.3,1,8,4,773,0
174.0,36.0,1,6,3,772,0
70.0,20.5,1,1,1,770,0
323.45,92.0,1,8,4,773,1
250.44,111.5,1,8,4,773,1
232.0,48.0,1,8,4,773,0
299.2,88.0,1,8,4,773,1
287.0,42.0,1,6,3,772,1
382.0,65.0,1,8,4,773,0
174.0,38.25,1,6,3,772,0
324.0,63.0,1,9,3,772,1
247.8,58.5,1,8,4,773,1
244.8,56.0,1,6,3,772,1
331.8,63.0,1,9,3,772,1
244.8,42.0,1,6,3,772,1
264.6,62.0,2,8,4,769,1
314.5,108.0,1,8,4,773,1
99.0,66.0,1,2,1,770,1
269.0,35.0,1,6,3,772,1
104.4,30.0,1,3,1,770,0
218.84,13.0,1,8,4,773,1
595.0,415.5,1,10,5,774,0
299.0,97.0,1,6,3,772,1
290.0,59.0,1,6,3,772,1
341.0,85.0,1,9,3,772,1
357.0,135.0,1,12,6,775,0
287.0,69.0,1,9,3,772,1
156.0,51.0,1,4,2,771,1
1603.5,390.0,1,12,6,775,0
513.0,230.2,1,12,6,775,1
1046.0,101.0,2,3,3,769,1
189.0,33.0,1,6,3,772,0
260.0,12.0,2,2,1,577,0
79.2,2.0,1,2,1,769,1
146.7,57.0,1,2,2,770,1
146.7,151.0,1,4,2,770,1
146.7,74.0,1,4,2,770,1
280.35,70.0,1,10,5,773,1
150.0,204.0,1,2,2,770,0
150.0,158.0,1,2,2,770,0
150.0,164.5,1,4,2,770,0
140.0,140.5,1,2,2,770,0
60.98,2.2,1,2,1,769,1
140.0,136.0,1,2,2,770,0
140.0,139.0,1,2,2,770,0
280.0,272.0,1,2,2,770,0
140.0,136.0,1,2,2,770,0
140.0,156.0,1,2,2,770,0
140.0,136.0,1,2,2,770,0
140.0,189.0,1,2,2,770,0
150.0,164.0,1,2,2,770,0
140.0,136.0,1,2,2,770,0
140.0,138.5,1,2,2,770,0
140.0,152.5,1,2,2,770,0
200.0,32.0,1,2,2,770,0
225.0,160.0,1,6,3,771,0
519.6,166.0,1,16,4,772,1
174.0,116.0,1,6,3,771,0
174.0,122.0,1,6,3,771,0
237.6,34.5,1,6,3,771,1
374.0,135.0,1,10,5,773,1
238.0,101.5,1,8,4,772,0
238.0,38.5,1,8,4,772,0
104.0,23.0,1,2,1,769,1
299.2,8.0,1,8,4,772,1
140.0,148.0,1,2,2,770,0
140.0,181.0,1,2,2,770,0
140.0,139.0,1,2,2,770,0
140.0,136.0,1,2,2,770,0
140.0,141.0,1,2,2,770,0
140.0,136.0,1,2,2,770,0
160.0,136.0,1,4,2,770,0
150.0,155.0,1,2,2,770,0
140.0,136.0,1,2,2,770,0
210.0,154.0,1,3,3,771,0
140.0,136.0,1,2,2,770,0
140.0,155.5,1,2,2,770,0
86.0,17.0,1,2,1,769,0
140.0,136.0,1,2,2,770,0
140.0,165.3,1,2,2,770,0
140.0,136.0,1,2,2,770,0
140.0,136.0,1,2,2,770,0
140.0,136.0,1,2,2,770,0
140.0,136.0,1,2,2,770,0
140.0,136.0,1,2,2,770,0
140.0,138.5,1,2,2,770,0
140.0,164.8,1,2,2,770,0
150.0,148.0,1,4,2,770,0
140.0,155.5,1,2,2,770,0
140.0,146.0,1,2,2,770,0
210.0,142.0,1,3,3,771,0
99.0,26.0,1,2,1,769,1
626.6,275.5,1,14,7,775,1
67.2,14.0,1,2,1,769,1
146.7,245.0,1,4,2,770,1
90.0,21.0,1,2,1,769,0
408.4,94.0,1,9,3,771,0
140.0,136.0,1,2,2,770,0
81.6,14.0,1,2,1,769,0
201.6,42.0,1,2,1,769,1
365.0,86.5,1,10,5,773,1
189.0,18.0,1,6,3,771,0
84.6,16.5,1,3,1,769,0
140.0,175.5,1,2,2,770,0
150.0,150.5,1,4,2,770,0
278.0,42.0,1,6,3,771,1
254.32,57.5,1,8,4,772,0
150.0,151.0,1,2,2,770,0
140.0,140.5,1,2,2,770,0
150.0,148.0,1,4,2,770,0
430.0,401.0,1,2,2,770,0
189.0,38.0,1,6,3,771,0
225.0,168.0,1,6,3,771,1
140.0,174.6,1,2,2,770,0
140.0,136.0,1,2,2,770,0
140.0,136.0,1,2,2,770,0
150.0,171.4,1,4,2,770,0
420.0,284.0,1,3,3,771,0
210.0,142.0,1,3,3,770,0
297.5,55.0,1,10,5,772,1
230.0,145.0,1,6,3,770,0
210.0,142.0,1,3,3,770,0
210.0,142.0,1,3,3,770,0
210.0,199.0,1,3,3,770,0
210.0,199.0,1,3,3,770,0
83.0,15.0,1,1,1,768,0
88.0,1.0,1,1,1,768,1
317.5,87.5,1,8,4,771,1
280.0,156.5,1,4,4,771,0
88.0,7.0,1,1,1,768,1
88.0,9.5,1,1,1,768,0
88.0,9.0,1,1,1,768,0
210.0,177.5,1,3,3,770,0
284.0,193.7,1,3,3,770,1
368.75,37.5,1,5,5,772,0
80.4,7.0,1,1,1,768,1
241.2,21.0,1,1,1,768,1
298.8,56.0,1,8,4,771,0
80.4,7.0,1,1,1,768,1
62.88,35.5,1,2,1,768,0
158.4,44.0,1,4,2,769,1
225.0,165.0,1,6,3,770,0
264.0,39.0,1,3,3,770,0
809.05,206.8,1,16,8,775,1
305.4,136.5,1,1,1,768,1
174.0,108.0,1,6,3,770,0
210.0,142.0,1,3,3,770,0
176.0,14.0,1,4,2,769,0
140.82,6.0,2,3,12,765,0
83.0,14.0,1,2,1,768,0
300.0,211.5,1,8,4,771,0
189.0,33.0,1,6,3,770,0
210.0,142.0,1,3,3,770,0
210.0,142.0,1,3,3,770,0
71.0,16.0,1,1,1,768,1
173.6,89.0,1,4,2,769,1
210.0,142.0,1,3,3,770,0
99.0,62.99,1,2,1,768,0
327.11,13.0,2,7,4,636,1
246.1,22.0,1,8,4,771,1
210.0,147.0,1,3,3,770,0
230.4,8.0,1,8,4,771,1
383.6,230.5,2,7,5,769,1
280.0,156.5,1,4,4,771,0
238.0,127.0,1,1,1,768,1
155.04,35.35,1,6,3,770,0
365.0,70.0,1,10,5,772,1
181.2,110.0,1,4,2,769,1
952.5,189.0,1,8,4,771,1
210.0,142.0,1,3,3,770,0
210.0,142.0,1,3,3,770,0
69.2,33.0,1,1,1,768,0
210.0,142.0,1,3,3,770,0
225.0,163.0,1,3,3,770,0
146.0,25.0,1,2,2,769,1
232.0,306.1,1,8,4,771,0
210.0,142.0,1,3,3,770,0
210.0,142.0,1,3,3,770,0
246.4,66.0,1,6,3,770,1
403.2,140.0,1,1,1,768,1
460.0,205.0,1,6,6,773,1
69.0,7.0,1,1,1,768,0
317.5,64.5,1,8,4,771,1
210.0,142.0,1,3,3,770,0
273.0,67.0,2,3,3,750,0
299.2,208.5,1,6,3,766,1
353.9,148.8,1,8,4,770,1
382.0,110.0,1,10,5,771,1
263.1,142.4,1,8,4,770,0
88.0,44.5,1,1,1,767,1
1085.0,492.5,1,14,7,773,0
65.6,3.0,1,2,1,767,0
138.0,23.0,1,2,2,768,0
138.0,16.5,1,2,2,768,0
69.2,63.5,1,1,1,767,0
236.0,28.0,2,4,4,376,1
118.0,21.0,1,2,2,768,0
342.0,184.3,1,8,4,770,1
290.0,65.0,1,10,5,771,0
450.0,196.0,1,12,6,772,0
232.0,94.0,1,8,4,770,0
189.0,50.0,1,6,3,769,0
305.6,131.5,1,8,4,770,0
900.0,78.0,1,6,3,769,1
98.0,89.0,1,2,1,767,1
258.0,42.0,1,6,3,769,0
299.2,43.0,1,8,4,770,1
267.0,29.5,1,1,1,767,0
267.0,21.0,1,1,1,767,0
267.0,21.0,1,1,1,767,0
116.8,73.19,1,2,1,767,0
204.24,49.5,1,6,3,769,1
73.0,16.0,1,1,1,767,0
138.0,59.5,1,2,2,768,0
174.0,41.0,1,6,3,768,0
558.6,282.0,1,14,7,772,1
428.75,78.0,1,10,5,770,1
1286.25,277.5,1,10,5,770,1
382.0,70.0,1,10,5,770,1
280.35,237.0,1,10,5,770,1
441.0,79.5,1,14,7,772,1
342.15,56.0,1,8,4,769,1
311.1,70.5,1,8,4,769,1
96.3,21.0,1,3,1,766,0
213.3,3.0,1,2,1,766,0
554.4,116.0,1,14,7,772,1
213.3,6.0,1,2,1,766,0
260.0,106.5,1,8,4,769,0
670.0,172.0,1,18,6,771,1
442.5,42.0,1,6,6,771,0
276.0,48.5,1,6,3,768,1
789.3,78.0,1,6,3,768,1
596.7,126.0,1,6,3,768,1
741.0,45.0,1,3,3,768,1
699.0,157.5,1,6,3,768,1
720.0,561.5,1,6,3,768,1
596.7,114.0,1,6,3,768,1
99.0,14.0,1,2,1,766,0
699.0,130.0,1,6,3,768,1
272.26,56.0,1,8,4,769,0
699.0,90.0,1,6,3,768,1
61.0,7.0,1,1,1,766,0
61.0,7.0,1,1,1,766,0
771.0,78.0,1,6,3,768,1
614.7,147.5,1,6,3,768,1
650.7,62.5,1,3,3,768,1
596.7,165.0,1,6,3,768,1
292.0,80.0,1,8,4,769,1
1141.0,785.4,1,4,1,766,1
156.0,28.0,1,4,2,767,0
188.4,133.6,1,4,2,767,0
143.0,31.5,1,3,1,766,1
55.0,23.0,1,2,1,766,0
55.0,23.0,1,2,1,766,0
100.88,23.0,1,2,1,766,1
145.62,30.48,1,6,2,767,0
523.6,52.0,1,21,7,772,1
404.0,87.0,1,12,4,769,1
382.0,134.5,1,10,5,770,1
174.0,36.0,1,6,3,768,0
92.0,14.0,1,2,1,766,1
81.6,34.0,1,2,1,766,1
174.0,75.0,1,6,3,768,0
61.0,7.0,1,1,1,766,0
295.2,24.5,1,3,3,768,1
92.0,16.5,1,2,1,766,1
61.0,7.0,1,1,1,766,0
382.0,128.0,1,10,5,770,1
61.0,9.0,1,1,1,766,0
55.76,17.5,1,1,1,766,0
285.0,6.0,1,2,1,766,1
143.0,21.0,1,3,1,766,0
59.03,8.0,1,1,1,766,0
174.0,131.0,1,6,3,767,0
416.5,73.5,1,14,7,771,0
260.0,56.0,1,8,4,768,1
357.0,37.0,1,6,6,770,0
77.35,18.3,1,3,1,765,0
378.0,165.0,1,12,6,770,0
278.1,65.5,1,9,3,767,0
190.0,65.5,1,2,2,766,1
570.0,15.0,1,4,2,766,0
250.14,42.0,1,6,3,767,1
250.14,42.0,1,6,3,767,1
250.14,42.0,1,6,3,767,1
250.14,42.0,1,6,3,767,1
331.13,70.0,1,10,5,769,1
317.5,61.0,1,8,4,768,1
232.0,205.0,1,8,4,768,0
116.0,94.0,1,4,2,766,0
157.68,44.5,1,6,3,767,0
157.68,44.5,1,6,3,767,0
119.0,21.0,1,4,2,766,0
158.4,4.0,1,4,2,766,1
285.0,6.0,1,2,1,765,0
312.76,305.0,1,15,5,769,1
70.0,46.0,1,2,1,765,0
187.62,42.0,1,6,3,767,0
164.0,36.0,1,6,2,766,0
224.28,56.0,1,8,4,768,1
224.28,59.5,1,8,4,768,1
178.5,31.5,1,6,3,767,1
67.2,43.0,1,2,1,765,0
163.2,28.0,1,4,2,766,0
489.6,84.0,1,4,2,766,0
489.6,84.0,1,4,2,766,0
482.4,42.0,1,2,2,766,0
164.0,93.0,1,6,2,766,0
116.0,29.0,1,4,2,766,0
218.0,60.1,1,6,2,766,1
213.39,42.0,1,2,1,765,0
276.0,69.0,1,2,1,765,1
71.13,14.0,1,2,1,765,0
92.0,71.0,1,2,1,765,1
158.4,24.0,1,4,2,766,1
424.72,509.1,1,16,8,772,1
163.2,28.0,1,4,2,766,1
232.0,168.0,1,8,4,768,0
176.0,24.0,1,4,2,766,1
140.0,89.5,1,4,2,766,0
95.0,22.0,1,2,1,765,0
393.79,225.0,1,14,7,771,1
319.5,61.0,1,9,3,767,0
289.2,78.0,1,4,2,766,1
305.6,147.5,1,8,4,768,1
265.6,29.5,1,4,2,766,0
271.6,58.0,1,6,2,766,0
271.6,95.5,1,6,2,766,0
86.0,29.0,1,2,1,765,0
156.0,28.0,1,4,2,766,1
156.0,30.5,1,4,2,766,1
244.8,42.0,1,6,3,767,1
234.0,42.0,1,6,3,767,1
317.5,56.0,1,8,4,768,1
174.0,36.0,1,6,3,767,0
276.0,42.0,1,6,3,767,1
128.16,25.6,1,4,2,766,0
156.0,43.0,1,4,2,766,0
156.0,120.5,1,4,2,766,0
158.4,34.5,1,4,2,766,0
190.0,46.0,1,4,2,766,0
126.0,40.0,1,4,2,766,0
282.0,58.4,1,4,2,766,1
156.0,28.0,1,4,2,766,1
134.4,28.0,1,4,2,766,0
163.2,28.0,1,4,2,766,1
156.0,82.5,1,4,2,766,1
299.2,34.0,1,8,4,768,1
40.0,18.0,1,6,2,766,1
158.4,4.0,1,2,2,766,1
157.68,44.5,1,6,3,767,0
146.4,45.5,1,2,2,766,0
381.45,28.0,1,4,4,767,0
234.0,54.0,1,6,3,766,0
234.0,54.0,1,6,3,766,0
224.28,150.0,1,8,4,767,1
201.6,42.0,1,6,3,766,0
247.5,42.0,1,6,3,766,0
67.5,4.5,1,2,1,764,1
290.0,166.0,1,6,3,766,1
237.6,45.0,1,6,3,766,1
324.0,114.0,1,9,3,766,1
237.6,71.0,1,6,3,766,1
476.25,84.0,1,12,6,769,1
160.8,60.5,1,2,2,765,1
476.25,222.0,1,12,6,769,1
276.0,42.0,1,6,3,766,1
238.0,42.0,1,8,4,767,0
126.0,22.0,1,4,2,765,0
897.6,417.0,1,8,4,767,1
317.5,76.5,1,8,4,767,1
299.2,197.0,1,8,4,767,1
116.0,23.0,1,4,2,765,0
276.0,79.5,1,6,3,766,1
92.0,14.0,1,2,1,764,1
416.4,80.0,1,16,4,767,0
173.6,52.0,1,4,2,765,1
321.0,126.0,1,9,3,766,0
399.5,82.75,1,15,5,768,0
207.0,48.0,1,6,3,766,1
167.1,14.0,1,2,2,765,1
234.0,54.0,1,6,3,766,0
290.0,42.0,1,6,3,766,1
232.0,330.5,1,8,4,766,0
1273.5,778.59,1,10,5,767,1
424.5,145.0,1,10,5,767,1
1273.5,450.84,1,10,5,767,1
280.35,72.5,1,10,5,767,1
280.35,115.0,1,10,5,767,1
369.2,781.5,1,12,3,765,0
156.0,82.49,1,4,1,763,0
88.0,22.0,1,2,1,763,1
69.0,16.0,1,1,1,763,0
470.0,186.0,1,10,5,767,1
230.36,16.5,1,8,4,766,1
71.0,35.0,1,1,1,763,0
71.0,7.0,1,1,1,763,0
71.0,10.0,1,1,1,763,0
252.0,68.0,1,8,4,766,0
193.11,33.0,1,6,3,765,1
258.0,38.0,1,2,1,763,0
237.6,67.5,1,6,3,765,1
189.0,40.0,1,6,3,765,0
234.0,44.5,1,6,3,765,1
272.0,42.0,1,6,2,764,1
478.0,56.0,1,8,4,766,1
232.0,246.0,1,8,4,766,0
232.0,174.0,1,8,4,766,0
280.35,102.4,1,10,5,767,1
230.36,10.5,1,8,4,766,1
174.0,42.0,1,6,3,765,0
343.37,88.0,1,5,5,767,0
