LodgingRevenue,OtherRevenue,BookingsCheckedIn,PersonsNights,RoomNights,DaysSinceLastStay,req_room,Cluster
255.6,47.0,1,6,3,668,0,Budget Guests
288.0,85.5,1,6,3,668,0,Budget Guests
319.2,112.0,1,8,4,669,1,Group Travelers
550.3,134.0,1,10,5,665,0,Budget Guests
234.76,129.0,1,8,4,669,1,Group Travelers
195.0,42.0,1,6,3,668,1,Group Travelers
288.0,42.0,1,6,3,668,0,Budget Guests
282.6,62.5,1,6,3,668,0,Budget Guests
201.6,84.0,1,6,3,668,0,Budget Guests
201.6,54.5,1,6,3,668,0,Budget Guests
134.4,67.0,1,4,2,667,1,Group Travelers
201.6,49.5,1,6,3,668,0,Budget Guests
1268.0,197.0,2,12,6,661,1,Group Travelers
255.6,42.0,1,6,3,668,1,Group Travelers
1389.5,439.5,2,18,6,661,1,Group Travelers
88.0,11.0,1,2,1,666,1,Group Travelers
932.0,119.5,2,12,6,661,1,Group Travelers
276.0,167.0,1,3,3,668,1,Group Travelers
268.8,253.0,1,8,4,669,0,Budget Guests
212.0,28.0,1,4,2,667,0,Budget Guests
734.4,126.0,1,6,3,668,1,Group Travelers
350.83,84.0,1,12,6,671,1,Group Travelers
210.0,36.0,1,6,3,668,1,Group Travelers
244.8,228.0,1,6,3,668,1,Group Travelers
193.11,6.0,1,6,3,668,1,Group Travelers
318.0,106.5,1,6,3,668,0,Budget Guests
288.0,42.0,1,6,3,668,1,Group Travelers
223.2,154.09,1,6,3,668,0,Budget Guests
1463.7,780.7,1,14,7,672,0,Budget Guests
280.0,44.5,1,6,2,667,0,Budget Guests
172.0,28.0,1,4,2,667,0,Budget Guests
265.2,55.0,1,5,5,670,0,Budget Guests
212.0,28.0,1,4,2,667,0,Budget Guests
264.0,6.0,1,3,3,668,1,Group Travelers
1815.0,329.4,1,10,5,670,1,Group Travelers
372.6,110.5,1,9,3,668,1,Group Travelers
264.0,6.0,1,6,3,668,1,Group Travelers
268.8,153.0,1,8,4,669,1,Group Travelers
299.2,251.0,1,4,4,669,1,Group Travelers
88.0,1.0,1,1,1,666,0,Budget Guests
399.0,108.5,1,10,5,670,0,Budget Guests
70.08,38.5,1,2,1,666,0,Budget Guests
137.0,19.0,1,1,1,666,0,Budget Guests
299.2,26.0,1,4,4,669,1,Group Travelers
203.28,8.5,1,6,3,668,0,Budget Guests
232.0,48.0,1,8,4,669,0,Budget Guests
319.2,104.5,1,6,3,668,0,Budget Guests
174.0,46.0,1,6,3,667,0,Budget Guests
176.0,23.0,1,4,2,666,1,Group Travelers
255.6,160.0,1,6,3,667,1,Group Travelers
540.0,151.0,1,12,6,670,1,Group Travelers
230.22,12.0,1,1,1,665,0,Budget Guests
221.22,24.0,1,2,1,665,0,Budget Guests
374.0,100.99,1,10,5,669,1,Group Travelers
399.0,85.5,1,10,5,669,1,Group Travelers
62.4,1.0,1,1,1,665,0,Budget Guests
148.8,107.0,1,4,2,666,0,Budget Guests
70.08,23.0,1,2,1,665,0,Budget Guests
340.0,115.0,1,10,5,669,0,Budget Guests
74.0,7.0,1,1,1,665,0,Budget Guests
156.0,2.0,1,2,2,666,0,Budget Guests
72.4,27.5,1,1,1,665,0,Budget Guests
92.0,7.0,1,1,1,665,1,Group Travelers
72.4,7.0,1,1,1,665,0,Budget Guests
72.4,7.0,1,1,1,665,0,Budget Guests
176.0,43.0,1,4,2,666,0,Budget Guests
399.0,76.0,1,10,5,669,0,Budget Guests
126.0,11.0,1,2,2,666,0,Budget Guests
158.4,44.0,1,4,2,666,1,Group Travelers
218.84,28.0,1,8,4,668,1,Group Travelers
374.0,19.5,1,10,5,669,1,Group Travelers
585.6,188.9,1,9,3,667,1,Group Travelers
299.2,8.0,1,8,4,668,0,Budget Guests
318.0,42.0,1,6,3,667,1,Group Travelers
465.2,84.0,1,12,4,668,0,Budget Guests
88.0,20.0,1,2,1,665,1,Group Travelers
106.0,23.0,1,2,1,665,1,Group Travelers
374.0,35.0,1,10,5,669,0,Budget Guests
153.18,45.0,1,6,3,667,1,Group Travelers
353.2,56.0,1,8,4,668,1,Group Travelers
441.5,165.5,1,10,5,669,0,Budget Guests
478.8,84.0,1,12,6,670,1,Group Travelers
184.0,150.7,1,2,2,666,1,Group Travelers
288.0,49.5,1,6,3,667,1,Group Travelers
297.5,55.0,1,10,5,669,0,Budget Guests
275.75,104.5,1,10,5,669,1,Group Travelers
606.0,84.0,1,12,6,670,0,Budget Guests
1795.2,531.0,1,16,8,672,1,Group Travelers
217.0,28.0,1,4,2,666,0,Budget Guests
533.2,88.0,1,16,4,668,1,Group Travelers
72.4,7.0,1,1,1,665,0,Budget Guests
88.2,71.5,1,2,1,664,0,Budget Guests
1589.4,252.0,1,12,6,669,0,Budget Guests
529.8,84.0,1,12,6,669,0,Budget Guests
136.0,28.0,1,4,2,665,1,Group Travelers
136.0,28.0,1,4,2,665,1,Group Travelers
118.0,14.0,1,2,2,665,0,Budget Guests
136.0,28.0,1,4,2,665,1,Group Travelers
136.0,33.0,1,4,2,665,1,Group Travelers
136.0,28.0,1,4,2,665,1,Group Travelers
136.0,28.0,1,4,2,665,1,Group Travelers
303.0,106.5,1,6,3,666,0,Budget Guests
136.0,28.0,1,4,2,665,1,Group Travelers
118.0,14.0,1,2,2,665,0,Budget Guests
118.0,14.0,1,2,2,665,1,Group Travelers
136.0,28.0,1,4,2,665,1,Group Travelers
136.0,28.0,1,4,2,665,1,Group Travelers
136.0,26.0,1,4,2,665,1,Group Travelers
136.0,28.0,1,4,2,665,1,Group Travelers
136.0,28.0,1,4,2,665,1,Group Travelers
136.0,28.0,1,4,2,665,1,Group Travelers
136.0,26.0,1,4,2,665,1,Group Travelers
136.0,28.0,1,4,2,665,1,Group Travelers
118.0,14.0,1,2,2,665,1,Group Travelers
136.0,28.0,1,4,2,665,1,Group Travelers
136.0,28.0,1,4,2,665,1,Group Travelers
118.0,14.0,1,2,2,665,1,Group Travelers
136.0,34.0,1,4,2,665,1,Group Travelers
136.0,28.0,1,4,2,665,1,Group Travelers
124.0,42.0,1,6,2,665,1,Group Travelers
118.0,14.0,1,2,2,665,1,Group Travelers
434.0,44.0,3,6,6,637,0,Budget Guests
136.0,28.0,1,4,2,665,1,Group Travelers
162.0,21.0,1,3,3,666,1,Group Travelers
136.0,28.0,1,4,2,665,1,Group Travelers
174.0,56.5,1,6,3,666,0,Budget Guests
116.0,24.0,1,4,2,665,0,Budget Guests
74.0,7.0,1,1,1,664,0,Budget Guests
255.6,60.0,1,6,3,666,1,Group Travelers
148.0,32.0,1,2,2,665,0,Budget Guests
148.0,19.5,1,2,2,665,0,Budget Guests
178.0,14.0,1,2,2,665,0,Budget Guests
260.92,232.9,1,8,4,667,0,Budget Guests
218.84,8.0,1,8,4,667,1,Group Travelers
212.0,58.1,1,4,2,665,0,Budget Guests
255.6,71.0,1,6,3,666,1,Group Travelers
173.79,220.5,1,6,3,666,1,Group Travelers
274.7,40.0,1,10,5,668,1,Group Travelers
174.0,36.0,1,6,3,666,0,Budget Guests
420.0,90.0,1,9,3,666,1,Group Travelers
208.0,16.0,1,2,2,665,0,Budget Guests
174.0,36.0,1,6,3,666,0,Budget Guests
319.2,56.0,1,8,4,667,1,Group Travelers
387.2,92.0,1,12,4,667,1,Group Travelers
338.0,63.0,1,9,3,666,1,Group Travelers
271.8,42.0,1,6,3,666,1,Group Travelers
297.5,52.5,1,10,5,668,0,Budget Guests
820.0,80.0,1,16,4,667,0,Budget Guests
448.5,90.0,1,10,5,668,1,Group Travelers
100.2,7.0,1,1,1,664,0,Budget Guests
272.96,56.0,1,8,4,667,0,Budget Guests
136.0,35.5,1,4,2,665,1,Group Travelers
162.0,111.0,2,8,8,46,1,Premium Guests
148.0,51.5,1,2,2,665,1,Group Travelers
297.5,257.0,1,10,5,668,0,Budget Guests
208.0,14.0,1,2,2,665,0,Budget Guests
208.0,32.0,1,2,2,665,0,Budget Guests
158.4,4.0,1,4,2,664,0,Budget Guests
299.2,65.0,1,8,4,666,0,Budget Guests
296.0,683.0,1,4,4,666,1,Group Travelers
312.0,56.0,1,8,4,666,1,Group Travelers
312.0,56.0,1,8,4,666,1,Group Travelers
312.0,56.0,1,8,4,666,1,Group Travelers
312.0,56.0,1,8,4,666,1,Group Travelers
312.0,83.0,1,8,4,666,1,Group Travelers
312.0,73.0,1,8,4,666,1,Group Travelers
312.0,58.5,1,8,4,666,1,Group Travelers
312.0,58.5,1,8,4,666,1,Group Travelers
312.0,53.0,1,8,4,666,1,Group Travelers
312.0,56.0,1,8,4,666,1,Group Travelers
312.0,99.0,1,8,4,666,1,Group Travelers
312.0,56.0,1,8,4,666,0,Budget Guests
296.0,643.0,1,4,4,666,1,Group Travelers
170.4,28.0,1,4,2,664,0,Budget Guests
260.0,56.0,1,8,4,666,1,Group Travelers
353.2,59.5,1,8,4,666,1,Group Travelers
290.0,70.0,1,10,5,667,0,Budget Guests
206.4,55.0,1,4,2,664,1,Group Travelers
340.8,318.0,1,8,4,666,0,Budget Guests
234.76,56.0,1,8,4,666,1,Group Travelers
319.2,208.5,1,8,4,666,1,Group Travelers
299.2,50.0,1,8,4,666,0,Budget Guests
220.6,106.5,1,8,4,666,1,Group Travelers
224.0,23.0,1,2,2,664,0,Budget Guests
539.0,205.5,1,15,5,667,1,Group Travelers
210.0,40.0,1,2,1,663,0,Budget Guests
375.2,68.0,1,12,4,666,1,Group Travelers
338.4,147.6,1,6,3,665,1,Group Travelers
319.2,107.5,1,8,4,666,1,Group Travelers
353.2,154.0,1,8,4,666,1,Group Travelers
248.0,14.0,1,2,2,664,1,Group Travelers
248.0,213.5,1,2,2,664,1,Group Travelers
248.0,178.5,1,2,2,664,1,Group Travelers
248.0,754.0,1,2,2,664,1,Group Travelers
122.4,66.6,1,4,2,664,0,Budget Guests
234.76,273.0,1,8,4,666,0,Budget Guests
255.6,109.0,1,6,3,665,1,Group Travelers
672.0,96.0,1,2,2,664,0,Budget Guests
75.0,2.0,1,2,1,663,0,Budget Guests
232.56,36.0,1,4,4,666,0,Budget Guests
80.4,23.5,1,1,1,663,0,Budget Guests
170.0,12.0,1,2,2,664,1,Group Travelers
380.0,72.0,1,12,4,666,0,Budget Guests
64.95,168.0,1,1,1,663,0,Budget Guests
126.72,11.0,1,4,2,664,0,Budget Guests
523.6,66.0,1,7,7,669,1,Group Travelers
420.0,126.0,1,9,3,665,0,Budget Guests
98.0,12.0,1,1,1,663,0,Budget Guests
68.48,25.0,1,1,1,663,0,Budget Guests
306.85,81.5,1,10,5,667,1,Group Travelers
319.2,135.5,1,8,4,666,0,Budget Guests
234.76,56.0,1,8,4,665,1,Group Travelers
88.0,47.0,1,1,1,662,0,Budget Guests
219.6,21.0,1,3,3,664,0,Budget Guests
399.0,109.0,1,10,5,666,1,Group Travelers
897.6,985.5,1,8,4,665,0,Budget Guests
299.2,48.0,1,8,4,665,0,Budget Guests
70.2,1.0,1,1,1,662,0,Budget Guests
70.2,1.0,1,1,1,662,0,Budget Guests
769.9,124.5,1,18,6,661,1,Group Travelers
282.6,67.0,1,6,3,664,1,Group Travelers
282.6,42.0,1,6,3,664,1,Group Travelers
220.6,56.0,1,8,4,665,0,Budget Guests
901.8,144.0,1,9,3,664,1,Group Travelers
214.68,4.0,1,4,4,665,1,Group Travelers
264.0,100.99,1,6,3,664,1,Group Travelers
441.5,75.0,1,10,5,666,1,Group Travelers
977.5,189.0,1,10,5,666,0,Budget Guests
399.0,70.0,1,10,5,666,1,Group Travelers
439.2,42.0,1,2,2,663,1,Group Travelers
146.4,67.5,1,2,2,663,1,Group Travelers
248.92,105.99,1,12,4,665,0,Budget Guests
88.0,11.0,1,1,1,662,0,Budget Guests
88.0,11.0,1,1,1,662,0,Budget Guests
296.0,93.2,1,4,4,665,0,Budget Guests
268.8,107.5,1,8,4,665,0,Budget Guests
97.0,7.0,1,1,1,662,0,Budget Guests
292.8,43.0,1,2,2,663,0,Budget Guests
292.8,28.0,1,2,2,663,0,Budget Guests
374.0,10.0,1,10,5,666,0,Budget Guests
88.0,1.0,1,1,1,662,0,Budget Guests
264.0,3.0,1,1,1,662,0,Budget Guests
76.8,26.1,1,1,1,662,0,Budget Guests
428.75,76.0,1,10,5,666,1,Group Travelers
212.0,68.09,1,4,2,663,0,Budget Guests
118.0,35.3,1,2,2,663,0,Budget Guests
319.2,58.4,1,8,4,665,0,Budget Guests
74.4,14.0,1,2,1,662,0,Budget Guests
441.5,113.0,1,10,5,666,1,Group Travelers
399.0,200.0,1,10,5,666,0,Budget Guests
88.2,43.0,1,2,1,662,1,Group Travelers
399.0,70.0,1,10,5,666,1,Group Travelers
234.76,56.0,1,8,4,665,1,Group Travelers
218.84,159.5,1,8,4,665,1,Group Travelers
258.0,42.0,1,6,3,664,1,Group Travelers
374.0,44.0,1,10,5,666,0,Budget Guests
353.2,56.0,1,8,4,665,1,Group Travelers
174.0,36.0,1,6,3,664,0,Budget Guests
353.2,56.0,1,8,4,665,1,Group Travelers
237.0,21.0,2,3,3,593,1,Group Travelers
375.2,68.0,1,12,4,665,1,Group Travelers
618.1,180.0,1,14,7,668,0,Budget Guests
539.0,150.0,1,15,5,666,1,Group Travelers
340.0,74.0,1,10,5,666,0,Budget Guests
268.8,63.0,1,8,4,665,1,Group Travelers
478.8,90.5,1,12,6,667,1,Group Travelers
272.96,56.0,1,8,4,665,0,Budget Guests
163.2,44.0,1,4,2,663,1,Group Travelers
756.0,152.0,1,8,4,665,0,Budget Guests
245.48,62.0,1,8,4,665,1,Group Travelers
434.2,184.0,1,12,4,665,1,Group Travelers
72.4,9.5,1,1,1,662,0,Budget Guests
374.0,75.0,1,10,5,666,0,Budget Guests
210.0,36.0,1,6,3,664,0,Budget Guests
86.0,14.0,1,2,1,662,1,Group Travelers
328.26,12.0,1,12,6,667,0,Budget Guests
318.0,42.0,1,6,3,664,0,Budget Guests
480.0,70.0,1,2,1,662,0,Budget Guests
88.0,2.0,1,2,1,662,0,Budget Guests
450.25,104.3,1,5,5,666,0,Budget Guests
268.8,134.6,1,3,3,664,1,Group Travelers
219.6,77.0,1,3,3,664,0,Budget Guests
67.2,14.0,1,2,1,662,0,Budget Guests
290.0,60.0,1,10,5,665,0,Budget Guests
360.0,22.0,1,8,4,664,1,Group Travelers
441.5,224.5,1,10,5,665,0,Budget Guests
626.6,288.5,1,14,7,667,0,Budget Guests
441.5,88.5,1,10,5,665,0,Budget Guests
361.7,133.5,1,8,4,664,0,Budget Guests
167.2,34.0,1,4,2,662,0,Budget Guests
915.0,267.5,1,10,5,665,1,Group Travelers
286.0,33.5,1,3,3,663,1,Group Travelers
237.6,6.0,1,6,3,663,1,Group Travelers
255.6,137.0,1,6,3,663,1,Group Travelers
522.0,149.5,1,6,6,666,0,Budget Guests
177.3,42.0,1,6,3,663,1,Group Travelers
177.3,42.0,1,6,3,663,1,Group Travelers
397.2,84.0,1,12,4,664,1,Group Travelers
434.0,244.97,2,4,2,660,0,Budget Guests
237.6,26.0,1,6,3,663,1,Group Travelers
346.0,79.5,1,3,3,663,1,Group Travelers
534.8,98.0,1,14,7,667,1,Group Travelers
299.2,8.0,1,8,4,664,0,Budget Guests
67.2,14.0,1,2,1,661,0,Budget Guests
282.6,42.0,1,6,3,663,1,Group Travelers
255.6,42.0,1,6,3,663,1,Group Travelers
282.6,68.0,1,6,3,663,1,Group Travelers
238.0,42.0,1,8,4,664,0,Budget Guests
374.0,5.0,1,5,5,665,0,Budget Guests
416.5,78.5,1,14,7,667,1,Group Travelers
320.0,222.3,1,8,4,664,0,Budget Guests
690.0,226.0,1,10,5,665,1,Group Travelers
238.0,42.0,1,8,4,664,1,Group Travelers
340.8,167.0,1,8,4,664,0,Budget Guests
255.6,108.0,1,6,3,663,0,Budget Guests
478.8,79.0,1,12,6,666,1,Group Travelers
398.1,148.8,1,8,4,664,0,Budget Guests
79.2,1.0,1,1,1,661,1,Group Travelers
475.2,12.0,1,4,2,662,1,Group Travelers
274.0,131.0,1,6,3,663,1,Group Travelers
342.4,249.06,1,6,3,663,0,Budget Guests
707.08,441.7,1,14,7,667,1,Group Travelers
79.0,7.0,1,1,1,660,0,Budget Guests
237.6,42.5,1,6,3,662,1,Group Travelers
237.6,6.0,1,6,3,662,1,Group Travelers
299.2,18.0,1,8,4,663,0,Budget Guests
255.6,42.0,1,6,3,662,1,Group Travelers
74.48,2.0,1,2,1,660,0,Budget Guests
74.48,16.0,1,2,1,660,0,Budget Guests
74.48,2.0,1,2,1,660,0,Budget Guests
255.6,52.0,1,6,3,662,1,Group Travelers
338.0,522.0,1,6,3,662,0,Budget Guests
450.0,167.0,1,6,2,661,0,Budget Guests
60.98,2.0,1,2,1,660,1,Group Travelers
201.6,55.5,1,6,3,662,0,Budget Guests
111.0,13.0,1,2,1,660,1,Group Travelers
293.45,141.0,1,10,5,664,1,Group Travelers
872.1,105.0,1,5,5,664,1,Group Travelers
339.6,56.0,1,8,4,663,1,Group Travelers
201.6,52.5,1,6,3,662,0,Budget Guests
255.6,176.0,1,6,3,662,1,Group Travelers
106.0,13.0,1,2,1,660,0,Budget Guests
353.2,346.0,1,8,4,663,0,Budget Guests
318.0,42.0,1,2,1,660,0,Budget Guests
420.0,63.0,1,3,1,660,0,Budget Guests
88.2,4.5,1,2,1,660,1,Group Travelers
284.0,6.0,1,6,3,662,1,Group Travelers
244.8,80.0,1,6,3,662,1,Group Travelers
174.0,38.5,1,6,3,662,0,Budget Guests
174.0,45.5,1,6,3,662,0,Budget Guests
134.4,35.5,1,4,2,661,0,Budget Guests
190.0,36.0,1,6,2,661,0,Budget Guests
216.0,42.0,1,6,2,661,1,Group Travelers
255.6,42.0,1,6,3,662,1,Group Travelers
212.0,28.0,1,4,2,661,1,Group Travelers
399.0,80.0,1,10,5,664,0,Budget Guests
78.4,22.0,1,2,1,660,0,Budget Guests
170.4,30.5,1,4,2,661,0,Budget Guests
3443.7,1086.5,1,14,7,666,1,Group Travelers
232.0,28.0,1,4,2,661,1,Group Travelers
171.0,148.4,1,6,2,661,0,Budget Guests
420.0,98.5,1,5,5,664,0,Budget Guests
9682.4,1300.0,1,12,6,665,0,Budget Guests
370.2,56.0,1,8,4,663,1,Group Travelers
91.86,68.0,1,4,2,661,0,Budget Guests
118.2,28.0,1,4,2,661,0,Budget Guests
98.0,64.2,1,2,1,660,0,Budget Guests
297.5,52.5,1,10,5,664,1,Group Travelers
297.5,52.5,1,10,5,664,1,Group Travelers
255.6,42.0,1,6,3,662,1,Group Travelers
185.2,121.4,1,4,2,661,1,Group Travelers
297.5,55.5,1,10,5,664,0,Budget Guests
237.6,6.0,1,6,3,662,1,Group Travelers
158.4,52.0,1,4,2,661,1,Group Travelers
315.0,54.0,1,9,3,662,0,Budget Guests
297.5,69.8,1,10,5,664,1,Group Travelers
300.0,42.0,1,6,2,661,0,Budget Guests
190.0,30.0,1,4,1,660,0,Budget Guests
234.76,58.5,1,8,4,663,1,Group Travelers
96.0,50.0,1,2,1,660,0,Budget Guests
182.94,59.5,1,6,3,662,1,Group Travelers
116.0,24.0,1,4,2,661,0,Budget Guests
740.0,118.5,1,16,4,663,1,Group Travelers
170.4,28.0,1,4,2,661,1,Group Travelers
310.8,30.5,1,4,4,663,1,Group Travelers
297.5,92.0,1,10,5,664,1,Group Travelers
297.5,52.5,1,10,5,664,1,Group Travelers
98.7,14.0,1,2,1,660,1,Group Travelers
170.4,28.0,1,4,2,661,1,Group Travelers
181.2,28.0,1,4,2,661,0,Budget Guests
116.0,32.0,1,4,2,661,0,Budget Guests
372.6,191.0,1,9,3,662,0,Budget Guests
297.5,52.5,1,10,5,664,1,Group Travelers
232.0,73.5,1,4,2,661,0,Budget Guests
353.2,61.0,1,8,4,663,0,Budget Guests
378.0,64.0,1,7,7,666,0,Budget Guests
136.78,33.8,1,2,2,661,0,Budget Guests
293.45,115.0,1,10,5,664,1,Group Travelers
293.45,90.0,1,10,5,664,1,Group Travelers
427.0,91.4,1,7,7,666,0,Budget Guests
328.8,185.8,1,4,4,663,1,Group Travelers
299.2,18.0,1,8,4,662,1,Group Travelers
305.6,58.5,1,8,4,662,1,Group Travelers
363.6,98.0,1,4,4,662,1,Group Travelers
329.6,37.99,1,4,4,662,1,Group Travelers
329.6,28.0,1,4,4,662,1,Group Travelers
163.2,28.0,1,4,2,660,1,Group Travelers
116.0,29.0,1,4,2,660,1,Group Travelers
116.0,24.0,1,4,2,660,0,Budget Guests
370.2,56.0,1,8,4,662,0,Budget Guests
273.55,10.0,1,10,5,663,1,Group Travelers
456.61,98.0,1,14,7,665,0,Budget Guests
88.0,11.0,1,2,1,659,0,Budget Guests
268.8,56.0,1,8,4,662,0,Budget Guests
116.0,24.0,1,4,2,660,0,Budget Guests
306.2,42.0,1,6,3,661,0,Budget Guests
282.0,42.0,1,6,3,661,1,Group Travelers
192.0,36.0,1,3,3,661,1,Group Travelers
229.2,42.0,1,6,3,661,1,Group Travelers
70.0,12.0,1,2,1,659,1,Group Travelers
204.0,42.0,1,6,3,661,1,Group Travelers
204.0,42.0,1,6,3,661,1,Group Travelers
232.0,148.0,1,4,2,660,0,Budget Guests
636.0,138.0,1,4,2,660,0,Budget Guests
201.6,102.0,1,6,3,661,1,Group Travelers
201.6,102.0,1,6,3,661,1,Group Travelers
201.6,102.0,1,6,3,661,1,Group Travelers
188.52,44.0,1,6,3,661,1,Group Travelers
204.0,42.0,1,6,3,661,1,Group Travelers
201.6,102.0,1,6,3,661,1,Group Travelers
766.8,207.0,1,6,3,661,1,Group Travelers
201.6,159.5,1,6,3,661,1,Group Travelers
201.6,102.0,1,6,3,661,1,Group Travelers
255.6,69.0,1,6,3,661,1,Group Travelers
158.4,46.0,1,4,2,660,0,Budget Guests
170.4,28.0,1,4,2,660,1,Group Travelers
204.0,42.0,1,6,3,661,1,Group Travelers
192.0,21.0,1,3,3,661,1,Group Travelers
375.2,148.0,1,12,4,662,1,Group Travelers
957.6,168.0,1,8,4,662,0,Budget Guests
284.0,28.5,1,6,3,661,1,Group Travelers
370.0,58.7,2,3,3,658,0,Budget Guests
204.0,40.0,1,6,3,661,1,Group Travelers
338.0,42.0,1,6,3,661,1,Group Travelers
204.0,115.49,1,6,3,661,1,Group Travelers
204.0,40.0,1,6,3,661,1,Group Travelers
204.0,42.0,1,6,3,661,1,Group Travelers
116.0,29.0,1,4,2,660,0,Budget Guests
204.0,42.0,1,6,3,661,1,Group Travelers
204.0,42.0,1,6,3,661,1,Group Travelers
204.0,42.0,1,6,3,661,1,Group Travelers
714.0,132.0,1,12,6,664,0,Budget Guests
188.0,20.0,1,4,2,660,0,Budget Guests
204.0,42.0,1,6,3,661,1,Group Travelers
374.0,12.5,1,10,5,663,0,Budget Guests
204.0,84.0,1,6,3,661,1,Group Travelers
290.0,298.5,1,10,5,663,0,Budget Guests
204.0,42.0,1,6,3,661,1,Group Travelers
204.0,42.0,1,6,3,661,1,Group Travelers
204.0,42.0,1,6,3,661,1,Group Travelers
204.0,42.0,1,6,3,661,1,Group Travelers
204.0,42.0,1,6,3,661,1,Group Travelers
192.0,21.0,1,3,3,661,1,Group Travelers
204.0,42.0,1,6,3,661,1,Group Travelers
204.0,78.0,1,6,3,661,1,Group Travelers
204.0,42.0,1,6,3,661,1,Group Travelers
255.6,136.0,1,6,3,661,1,Group Travelers
204.0,50.0,1,6,3,661,1,Group Travelers
200.88,623.4,1,6,3,661,1,Group Travelers
200.88,50.4,1,6,3,661,1,Group Travelers
200.88,35.4,1,6,3,661,1,Group Travelers
116.0,73.0,1,4,2,660,0,Budget Guests
204.0,68.5,1,6,3,661,1,Group Travelers
204.0,47.5,1,6,3,661,1,Group Travelers
204.0,58.0,1,6,3,661,1,Group Travelers
204.0,42.0,1,6,3,661,1,Group Travelers
204.0,42.0,1,6,3,661,1,Group Travelers
204.0,47.5,1,6,3,661,1,Group Travelers
239.36,8.0,1,8,4,662,0,Budget Guests
204.0,44.5,1,6,3,661,1,Group Travelers
204.0,64.0,1,6,3,661,1,Group Travelers
204.0,48.0,1,6,3,661,1,Group Travelers
399.05,115.0,1,10,5,663,1,Group Travelers
82.2,23.5,1,1,1,659,1,Group Travelers
255.6,95.0,1,6,3,661,1,Group Travelers
70.0,16.0,1,2,1,659,1,Group Travelers
70.0,16.0,1,2,1,659,1,Group Travelers
70.0,8.0,1,1,1,659,1,Group Travelers
70.0,8.0,1,1,1,659,1,Group Travelers
70.0,8.0,1,1,1,659,1,Group Travelers
70.0,8.0,1,1,1,659,1,Group Travelers
251.98,42.0,1,6,3,661,1,Group Travelers
431.2,216.0,1,12,4,662,1,Group Travelers
28.0,14.0,1,2,1,659,0,Budget Guests
152.4,96.7,1,4,2,660,0,Budget Guests
248.4,44.5,1,6,2,660,1,Group Travelers
212.0,28.0,1,4,2,660,0,Budget Guests
319.2,140.5,1,8,4,662,0,Budget Guests
359.8,98.3,1,6,3,661,1,Group Travelers
277.8,127.6,1,6,3,661,1,Group Travelers
848.7,217.5,1,9,9,667,1,Group Travelers
290.0,60.0,1,10,5,663,1,Group Travelers
73.0,68.75,1,2,1,659,0,Budget Guests
348.0,334.0,1,12,6,663,0,Budget Guests
325.0,70.0,1,10,5,662,0,Budget Guests
158.4,60.0,1,4,2,659,1,Group Travelers
282.6,50.5,1,6,3,660,1,Group Travelers
897.6,231.0,1,8,4,661,0,Budget Guests
305.6,85.0,1,8,4,661,1,Group Travelers
192.0,28.0,1,4,2,659,0,Budget Guests
192.0,40.0,1,4,2,659,0,Budget Guests
305.6,82.5,1,8,4,661,1,Group Travelers
294.0,3.0,1,1,1,658,1,Group Travelers
305.6,73.0,1,8,4,661,1,Group Travelers
98.0,15.5,1,1,1,658,1,Group Travelers
433.2,152.8,1,12,3,660,1,Group Travelers
539.0,101.0,1,15,5,662,1,Group Travelers
116.0,24.0,1,2,1,658,1,Group Travelers
237.6,66.0,1,6,3,660,0,Budget Guests
290.0,55.0,1,10,5,662,0,Budget Guests
88.0,35.0,1,1,1,658,1,Group Travelers
465.8,13.0,1,6,6,663,0,Budget Guests
336.0,249.5,1,10,5,662,0,Budget Guests
77.68,43.0,1,2,1,658,0,Budget Guests
879.4,165.0,1,24,8,665,0,Budget Guests
88.0,11.0,1,1,1,658,0,Budget Guests
294.0,280.0,1,6,3,660,1,Group Travelers
330.9,84.0,1,12,6,663,1,Group Travelers
176.0,429.5,1,4,2,659,0,Budget Guests
99.0,197.45,1,1,1,658,0,Budget Guests
233.8,17.0,1,4,4,661,0,Budget Guests
98.0,14.5,1,2,1,658,0,Budget Guests
84.4,25.0,1,1,1,657,0,Budget Guests
277.0,76.5,2,3,3,27,1,Premium Guests
267.0,21.0,1,1,1,657,0,Budget Guests
96.0,50.0,1,2,1,657,0,Budget Guests
116.0,17.0,1,2,1,657,1,Group Travelers
198.0,178.05,1,2,2,658,0,Budget Guests
89.0,7.0,1,1,1,657,0,Budget Guests
99.0,153.0,1,1,1,657,0,Budget Guests
265.68,38.4,1,6,3,659,0,Budget Guests
198.0,160.0,1,2,2,658,0,Budget Guests
89.0,10.0,1,1,1,657,0,Budget Guests
92.0,22.0,1,1,1,657,1,Group Travelers
91.0,90.0,1,1,1,657,0,Budget Guests
198.0,160.0,1,2,2,658,0,Budget Guests
198.0,160.0,1,2,2,658,0,Budget Guests
318.0,83.5,1,6,3,659,0,Budget Guests
97.0,7.0,1,1,1,657,0,Budget Guests
70.4,15.5,1,1,1,657,1,Group Travelers
70.5,31.5,1,1,1,657,0,Budget Guests
299.2,72.5,1,8,4,660,0,Budget Guests
238.0,38.0,1,8,4,660,0,Budget Guests
238.0,46.0,1,8,4,660,0,Budget Guests
232.0,48.0,1,8,4,660,0,Budget Guests
79.0,7.0,1,1,1,657,0,Budget Guests
192.0,28.0,1,4,2,658,1,Group Travelers
